S,Q,Std,X,R,V,W
3,55,5,60,62.1875,"50,60,0,0","0.5,0.5,0,0"
3,45,5,50,43.75,"40,50,0,0","0.5,0.5,0,0"
3,50,10,60,62.8125,"60,40,0,0","0.5,0.5,0,0"
3,55,5,50,63.125,"50,60,0,0","0.5,0.5,0,0"
3,45,15,30,11.25,"30,60,0,0","0.5,0.5,0,0"
3,40,0,40,12.8125,"40,0,0,0","1,0,0,0"
3,30,0,30,9.0625,"30,0,0,0","1,0,0,0"
3,60,0,60,47.5,"60,0,0,0","1,0,0,0"
3,45,5,40,38.75,"40,50,0,0","0.5,0.5,0,0"
3,50,20,30,24.375,"30,70,0,0","0.5,0.5,0,0"
3,55,15,70,67.1875,"40,70,0,0","0.5,0.5,0,0"
3,50,20,70,76.5625,"30,70,0,0","0.5,0.5,0,0"
3,50,20,30,34.0625,"30,70,0,0","0.5,0.5,0,0"
3,55,5,60,72.1875,"50,60,0,0","0.5,0.5,0,0"
3,50,10,60,62.5,"60,40,0,0","0.5,0.5,0,0"
3,45,15,30,16.5625,"30,60,0,0","0.5,0.5,0,0"
3,50,0,50,44.375,"50,0,0,0","1,0,0,0"
3,55,15,70,75.625,"40,70,0,0","0.5,0.5,0,0"
3,50,20,70,74.6875,"30,70,0,0","0.5,0.5,0,0"
3,45,15,60,60.9375,"30,60,0,0","0.5,0.5,0,0"
3,55,15,40,36.875,"40,70,0,0","0.5,0.5,0,0"
3,40,0,40,35.3125,"40,0,0,0","1,0,0,0"
3,50,10,40,28.75,"60,40,0,0","0.5,0.5,0,0"
3,55,5,50,64.0625,"50,60,0,0","0.5,0.5,0,0"
3,60,0,60,67.8125,"60,0,0,0","1,0,0,0"
3,45,5,50,43.125,"40,50,0,0","0.5,0.5,0,0"
3,45,5,40,34.6875,"40,50,0,0","0.5,0.5,0,0"
3,30,0,30,12.5,"30,0,0,0","1,0,0,0"
3,55,15,70,57.1875,"40,70,0,0","0.5,0.5,0,0"
3,45,5,40,26.875,"40,50,0,0","0.5,0.5,0,0"
3,40,0,40,25.3125,"40,0,0,0","1,0,0,0"
3,50,0,50,29.375,"50,0,0,0","1,0,0,0"
3,45,15,60,53.75,"30,60,0,0","0.5,0.5,0,0"
3,50,20,30,10.9375,"30,70,0,0","0.5,0.5,0,0"
3,50,20,70,79.375,"30,70,0,0","0.5,0.5,0,0"
3,55,5,50,58.75,"50,60,0,0","0.5,0.5,0,0"
3,45,15,30,10.9375,"30,60,0,0","0.5,0.5,0,0"
3,50,10,60,65.625,"60,40,0,0","0.5,0.5,0,0"
3,45,5,50,15.9375,"40,50,0,0","0.5,0.5,0,0"
3,50,10,40,16.875,"60,40,0,0","0.5,0.5,0,0"
3,60,0,60,65.3125,"60,0,0,0","1,0,0,0"
3,55,15,40,22.5,"40,70,0,0","0.5,0.5,0,0"
3,55,5,60,55,"50,60,0,0","0.5,0.5,0,0"
3,30,0,30,7.1875,"30,0,0,0","1,0,0,0"
3,50,20,30,6.25,"30,70,0,0","0.5,0.5,0,0"
3,45,15,60,51.875,"30,60,0,0","0.5,0.5,0,0"
3,40,0,40,34.0625,"40,0,0,0","1,0,0,0"
3,55,5,60,61.5625,"50,60,0,0","0.5,0.5,0,0"
3,60,0,60,56.875,"60,0,0,0","1,0,0,0"
3,55,5,50,42.1875,"50,60,0,0","0.5,0.5,0,0"
3,50,10,60,57.8125,"60,40,0,0","0.5,0.5,0,0"
3,55,15,70,76.25,"40,70,0,0","0.5,0.5,0,0"
3,45,15,30,8.125,"30,60,0,0","0.5,0.5,0,0"
3,45,5,40,42.1875,"40,50,0,0","0.5,0.5,0,0"
3,50,0,50,47.8125,"50,0,0,0","1,0,0,0"
3,55,15,40,27.8125,"40,70,0,0","0.5,0.5,0,0"
3,45,5,50,35.3125,"40,50,0,0","0.5,0.5,0,0"
3,50,10,40,27.5,"60,40,0,0","0.5,0.5,0,0"
3,30,0,30,5.625,"30,0,0,0","1,0,0,0"
3,50,20,70,75.625,"30,70,0,0","0.5,0.5,0,0"
3,50,10,40,63.125,"60,40,0,0","0.5,0.5,0,0"
3,50,0,50,32.8125,"50,0,0,0","1,0,0,0"
3,55,15,40,28.75,"40,70,0,0","0.5,0.5,0,0"
3,45,15,30,5,"30,60,0,0","0.5,0.5,0,0"
3,50,20,70,74.375,"30,70,0,0","0.5,0.5,0,0"
3,50,10,60,67.8125,"60,40,0,0","0.5,0.5,0,0"
3,55,5,60,54.375,"50,60,0,0","0.5,0.5,0,0"
3,30,0,30,3.4375,"30,0,0,0","1,0,0,0"
3,55,5,50,38.4375,"50,60,0,0","0.5,0.5,0,0"
3,45,5,50,37.5,"40,50,0,0","0.5,0.5,0,0"
3,45,15,60,45,"30,60,0,0","0.5,0.5,0,0"
3,40,0,40,27.5,"40,0,0,0","1,0,0,0"
3,45,5,40,23.125,"40,50,0,0","0.5,0.5,0,0"
3,60,0,60,50.625,"60,0,0,0","1,0,0,0"
3,55,15,70,71.5625,"40,70,0,0","0.5,0.5,0,0"
3,50,20,30,3.4375,"30,70,0,0","0.5,0.5,0,0"
4,50,10,60,5,"60,40,0,0","0.5,0.5,0,0"
4,50,20,70,7.8125,"30,70,0,0","0.5,0.5,0,0"
4,50,20,30,4.0625,"30,70,0,0","0.5,0.5,0,0"
4,30,0,30,3.75,"30,0,0,0","1,0,0,0"
4,50,0,50,6.5625,"50,0,0,0","1,0,0,0"
4,45,15,60,8.125,"30,60,0,0","0.5,0.5,0,0"
4,55,5,60,9.6875,"50,60,0,0","0.5,0.5,0,0"
4,55,15,40,5,"40,70,0,0","0.5,0.5,0,0"
4,55,15,70,6.875,"40,70,0,0","0.5,0.5,0,0"
4,45,15,30,10,"30,60,0,0","0.5,0.5,0,0"
4,55,5,50,3.75,"50,60,0,0","0.5,0.5,0,0"
4,45,5,40,9.6875,"40,50,0,0","0.5,0.5,0,0"
4,60,0,60,10.9375,"60,0,0,0","1,0,0,0"
4,45,5,50,20.9375,"40,50,0,0","0.5,0.5,0,0"
4,50,10,40,8.125,"60,40,0,0","0.5,0.5,0,0"
4,40,0,40,8.4375,"40,0,0,0","1,0,0,0"
4,45,5,40,9.375,"40,50,0,0","0.5,0.5,0,0"
4,30,0,30,0.625,"30,0,0,0","1,0,0,0"
4,55,15,70,7.8125,"40,70,0,0","0.5,0.5,0,0"
4,55,15,40,13.125,"40,70,0,0","0.5,0.5,0,0"
4,45,15,60,5.625,"30,60,0,0","0.5,0.5,0,0"
4,55,5,50,12.1875,"50,60,0,0","0.5,0.5,0,0"
4,50,20,70,8.125,"30,70,0,0","0.5,0.5,0,0"
4,50,10,60,9.375,"60,40,0,0","0.5,0.5,0,0"
4,45,5,50,10.3125,"40,50,0,0","0.5,0.5,0,0"
4,40,0,40,5.3125,"40,0,0,0","1,0,0,0"
4,60,0,60,9.375,"60,0,0,0","1,0,0,0"
4,50,20,30,3.125,"30,70,0,0","0.5,0.5,0,0"
4,45,15,30,3.4375,"30,60,0,0","0.5,0.5,0,0"
4,50,10,40,6.875,"60,40,0,0","0.5,0.5,0,0"
4,55,5,60,9.6875,"50,60,0,0","0.5,0.5,0,0"
4,50,0,50,11.25,"50,0,0,0","1,0,0,0"
4,50,20,70,12.8125,"30,70,0,0","0.5,0.5,0,0"
4,55,15,70,14.375,"40,70,0,0","0.5,0.5,0,0"
4,55,5,60,12.5,"50,60,0,0","0.5,0.5,0,0"
4,50,20,30,3.75,"30,70,0,0","0.5,0.5,0,0"
4,50,0,50,7.8125,"50,0,0,0","1,0,0,0"
4,55,5,50,8.75,"50,60,0,0","0.5,0.5,0,0"
4,45,15,60,2.5,"30,60,0,0","0.5,0.5,0,0"
4,55,15,40,3.75,"40,70,0,0","0.5,0.5,0,0"
4,60,0,60,13.75,"60,0,0,0","1,0,0,0"
4,30,0,30,2.5,"30,0,0,0","1,0,0,0"
4,45,5,50,9.0625,"40,50,0,0","0.5,0.5,0,0"
4,45,5,40,7.5,"40,50,0,0","0.5,0.5,0,0"
4,45,15,30,2.5,"30,60,0,0","0.5,0.5,0,0"
4,50,10,40,7.1875,"60,40,0,0","0.5,0.5,0,0"
4,40,0,40,3.4375,"40,0,0,0","1,0,0,0"
4,50,10,60,8.125,"60,40,0,0","0.5,0.5,0,0"
4,50,10,60,13.4375,"60,40,0,0","0.5,0.5,0,0"
4,60,0,60,12.8125,"60,0,0,0","1,0,0,0"
4,45,5,40,4.375,"40,50,0,0","0.5,0.5,0,0"
4,45,5,50,6.875,"40,50,0,0","0.5,0.5,0,0"
4,55,15,40,10.625,"40,70,0,0","0.5,0.5,0,0"
4,45,15,30,11.25,"30,60,0,0","0.5,0.5,0,0"
4,40,0,40,6.5625,"40,0,0,0","1,0,0,0"
4,50,20,30,2.8125,"30,70,0,0","0.5,0.5,0,0"
4,50,0,50,5.625,"50,0,0,0","1,0,0,0"
4,50,20,70,10.625,"30,70,0,0","0.5,0.5,0,0"
4,55,5,50,8.125,"50,60,0,0","0.5,0.5,0,0"
4,30,0,30,1.25,"30,0,0,0","1,0,0,0"
4,50,10,40,2.1875,"60,40,0,0","0.5,0.5,0,0"
4,55,5,60,10.3125,"50,60,0,0","0.5,0.5,0,0"
4,45,15,60,13.75,"30,60,0,0","0.5,0.5,0,0"
4,55,15,70,15.3125,"40,70,0,0","0.5,0.5,0,0"
4,50,0,50,13.125,"50,0,0,0","1,0,0,0"
4,30,0,30,3.125,"30,0,0,0","1,0,0,0"
4,45,15,60,11.875,"30,60,0,0","0.5,0.5,0,0"
4,45,5,40,0,"40,50,0,0","0.5,0.5,0,0"
4,45,15,30,2.8125,"30,60,0,0","0.5,0.5,0,0"
4,55,15,70,14.375,"40,70,0,0","0.5,0.5,0,0"
4,50,20,70,15.9375,"30,70,0,0","0.5,0.5,0,0"
4,40,0,40,4.0625,"40,0,0,0","1,0,0,0"
4,60,0,60,6.875,"60,0,0,0","1,0,0,0"
4,45,5,50,6.25,"40,50,0,0","0.5,0.5,0,0"
4,50,10,40,7.5,"60,40,0,0","0.5,0.5,0,0"
4,50,10,60,3.125,"60,40,0,0","0.5,0.5,0,0"
4,55,5,60,6.5625,"50,60,0,0","0.5,0.5,0,0"
4,55,15,40,19.6875,"40,70,0,0","0.5,0.5,0,0"
4,50,20,30,6.25,"30,70,0,0","0.5,0.5,0,0"
4,55,5,50,22.5,"50,60,0,0","0.5,0.5,0,0"
5,45,5,40,40.625,"40,50,0,0","0.5,0.5,0,0"
5,50,20,30,40.9375,"30,70,0,0","0.5,0.5,0,0"
5,50,10,60,40.625,"60,40,0,0","0.5,0.5,0,0"
5,55,15,70,51.5625,"40,70,0,0","0.5,0.5,0,0"
5,55,5,50,73.75,"50,60,0,0","0.5,0.5,0,0"
5,45,5,50,49.6875,"40,50,0,0","0.5,0.5,0,0"
5,40,0,40,48.75,"40,0,0,0","1,0,0,0"
5,30,0,30,30.3125,"30,0,0,0","1,0,0,0"
5,55,15,40,40,"40,70,0,0","0.5,0.5,0,0"
5,45,15,60,70,"30,60,0,0","0.5,0.5,0,0"
5,55,5,60,58.125,"50,60,0,0","0.5,0.5,0,0"
5,50,10,40,28.75,"60,40,0,0","0.5,0.5,0,0"
5,60,0,60,58.4375,"60,0,0,0","1,0,0,0"
5,50,0,50,72.8125,"50,0,0,0","1,0,0,0"
5,45,15,30,32.1875,"30,60,0,0","0.5,0.5,0,0"
5,50,20,70,69.375,"30,70,0,0","0.5,0.5,0,0"
5,45,15,60,39.375,"30,60,0,0","0.5,0.5,0,0"
5,40,0,40,31.5625,"40,0,0,0","1,0,0,0"
5,55,15,70,40,"40,70,0,0","0.5,0.5,0,0"
5,50,10,40,30.3125,"60,40,0,0","0.5,0.5,0,0"
5,50,10,60,27.1875,"60,40,0,0","0.5,0.5,0,0"
5,50,20,70,67.5,"30,70,0,0","0.5,0.5,0,0"
5,45,15,30,41.25,"30,60,0,0","0.5,0.5,0,0"
5,50,20,30,30.3125,"30,70,0,0","0.5,0.5,0,0"
5,50,0,50,49.6875,"50,0,0,0","1,0,0,0"
5,60,0,60,50.3125,"60,0,0,0","1,0,0,0"
5,30,0,30,30,"30,0,0,0","1,0,0,0"
5,45,5,50,49.0625,"40,50,0,0","0.5,0.5,0,0"
5,55,5,50,58.75,"50,60,0,0","0.5,0.5,0,0"
5,45,5,40,38.125,"40,50,0,0","0.5,0.5,0,0"
5,55,5,60,38.75,"50,60,0,0","0.5,0.5,0,0"
5,40,0,40,28.75,"40,0,0,0","1,0,0,0"
5,60,0,60,59.375,"60,0,0,0","1,0,0,0"
5,50,0,50,60.3125,"50,0,0,0","1,0,0,0"
5,45,5,40,32.1875,"40,50,0,0","0.5,0.5,0,0"
5,50,20,70,70.9375,"30,70,0,0","0.5,0.5,0,0"
5,30,0,30,10,"30,0,0,0","1,0,0,0"
5,55,5,50,29.6875,"50,60,0,0","0.5,0.5,0,0"
5,45,15,60,61.25,"30,60,0,0","0.5,0.5,0,0"
5,55,15,40,19.375,"40,70,0,0","0.5,0.5,0,0"
5,50,20,30,10.3125,"30,70,0,0","0.5,0.5,0,0"
5,45,15,30,21.25,"30,60,0,0","0.5,0.5,0,0"
5,50,10,40,20.9375,"60,40,0,0","0.5,0.5,0,0"
5,55,15,70,67.5,"40,70,0,0","0.5,0.5,0,0"
5,45,5,50,40,"40,50,0,0","0.5,0.5,0,0"
5,55,5,60,67.8125,"50,60,0,0","0.5,0.5,0,0"
5,50,10,60,58.75,"60,40,0,0","0.5,0.5,0,0"
5,50,0,50,40,"50,0,0,0","1,0,0,0"
5,45,5,40,17.5,"40,50,0,0","0.5,0.5,0,0"
5,30,0,30,27.8125,"30,0,0,0","1,0,0,0"
5,60,0,60,61.5625,"60,0,0,0","1,0,0,0"
5,55,15,70,71.25,"40,70,0,0","0.5,0.5,0,0"
5,45,15,30,28.75,"30,60,0,0","0.5,0.5,0,0"
5,50,10,40,64.0625,"60,40,0,0","0.5,0.5,0,0"
5,50,20,30,28.75,"30,70,0,0","0.5,0.5,0,0"
5,50,10,60,39.375,"60,40,0,0","0.5,0.5,0,0"
5,45,5,50,58.4375,"40,50,0,0","0.5,0.5,0,0"
5,50,20,70,38.75,"30,70,0,0","0.5,0.5,0,0"
5,55,5,60,59.6875,"50,60,0,0","0.5,0.5,0,0"
5,45,15,60,51.5625,"30,60,0,0","0.5,0.5,0,0"
5,55,15,40,67.1875,"40,70,0,0","0.5,0.5,0,0"
5,55,5,50,69.0625,"50,60,0,0","0.5,0.5,0,0"
5,40,0,40,10.3125,"40,0,0,0","1,0,0,0"
5,40,0,40,37.8125,"40,0,0,0","1,0,0,0"
5,45,15,60,48.125,"30,60,0,0","0.5,0.5,0,0"
5,55,15,40,19.6875,"40,70,0,0","0.5,0.5,0,0"
5,55,5,60,38.4375,"50,60,0,0","0.5,0.5,0,0"
5,50,10,60,60.625,"60,40,0,0","0.5,0.5,0,0"
5,50,20,70,60.9375,"30,70,0,0","0.5,0.5,0,0"
5,55,15,70,69.6875,"40,70,0,0","0.5,0.5,0,0"
5,55,5,50,49.6875,"50,60,0,0","0.5,0.5,0,0"
5,45,5,50,58.4375,"40,50,0,0","0.5,0.5,0,0"
5,45,15,30,17.5,"30,60,0,0","0.5,0.5,0,0"
5,50,10,40,30.9375,"60,40,0,0","0.5,0.5,0,0"
5,50,20,30,18.4375,"30,70,0,0","0.5,0.5,0,0"
5,30,0,30,10.3125,"30,0,0,0","1,0,0,0"
5,45,5,40,31.5625,"40,50,0,0","0.5,0.5,0,0"
5,60,0,60,50.3125,"60,0,0,0","1,0,0,0"
5,50,0,50,59.0625,"50,0,0,0","1,0,0,0"
6,50,10,40,39.6875,"60,40,0,0","0.5,0.5,0,0"
6,55,5,50,59.6875,"50,60,0,0","0.5,0.5,0,0"
6,60,0,60,57.8125,"60,0,0,0","1,0,0,0"
6,55,5,60,68.75,"50,60,0,0","0.5,0.5,0,0"
6,45,5,40,38.125,"40,50,0,0","0.5,0.5,0,0"
6,30,0,30,31.25,"30,0,0,0","1,0,0,0"
6,45,15,30,10.3125,"30,60,0,0","0.5,0.5,0,0"
6,40,0,40,51.875,"40,0,0,0","1,0,0,0"
6,45,15,60,69.6875,"30,60,0,0","0.5,0.5,0,0"
6,50,10,60,49.0625,"60,40,0,0","0.5,0.5,0,0"
6,45,5,50,39.375,"40,50,0,0","0.5,0.5,0,0"
6,55,15,70,58.75,"40,70,0,0","0.5,0.5,0,0"
6,50,20,30,20,"30,70,0,0","0.5,0.5,0,0"
6,50,0,50,48.125,"50,0,0,0","1,0,0,0"
6,55,15,40,38.4375,"40,70,0,0","0.5,0.5,0,0"
6,50,20,70,59.375,"30,70,0,0","0.5,0.5,0,0"
6,45,5,40,40,"40,50,0,0","0.5,0.5,0,0"
6,50,20,70,61.25,"30,70,0,0","0.5,0.5,0,0"
6,40,0,40,10,"40,0,0,0","1,0,0,0"
6,45,15,30,9.375,"30,60,0,0","0.5,0.5,0,0"
6,55,5,50,48.125,"50,60,0,0","0.5,0.5,0,0"
6,50,20,30,20.3125,"30,70,0,0","0.5,0.5,0,0"
6,45,15,60,58.4375,"30,60,0,0","0.5,0.5,0,0"
6,50,10,40,39.6875,"60,40,0,0","0.5,0.5,0,0"
6,55,15,70,68.75,"40,70,0,0","0.5,0.5,0,0"
6,55,5,60,48.4375,"50,60,0,0","0.5,0.5,0,0"
6,55,15,40,40.625,"40,70,0,0","0.5,0.5,0,0"
6,50,10,60,50.3125,"60,40,0,0","0.5,0.5,0,0"
6,30,0,30,10.9375,"30,0,0,0","1,0,0,0"
6,45,5,50,39.375,"40,50,0,0","0.5,0.5,0,0"
6,50,0,50,40.3125,"50,0,0,0","1,0,0,0"
6,60,0,60,39.0625,"60,0,0,0","1,0,0,0"
6,50,20,70,58.75,"30,70,0,0","0.5,0.5,0,0"
6,50,10,40,37.8125,"60,40,0,0","0.5,0.5,0,0"
6,45,5,40,41.5625,"40,50,0,0","0.5,0.5,0,0"
6,50,20,30,29.0625,"30,70,0,0","0.5,0.5,0,0"
6,50,0,50,61.5625,"50,0,0,0","1,0,0,0"
6,55,5,50,57.5,"50,60,0,0","0.5,0.5,0,0"
6,55,15,40,38.4375,"40,70,0,0","0.5,0.5,0,0"
6,45,15,30,17.1875,"30,60,0,0","0.5,0.5,0,0"
6,55,15,70,60.9375,"40,70,0,0","0.5,0.5,0,0"
6,30,0,30,29.0625,"30,0,0,0","1,0,0,0"
6,40,0,40,39.6875,"40,0,0,0","1,0,0,0"
6,45,15,60,61.875,"30,60,0,0","0.5,0.5,0,0"
6,45,5,50,69.0625,"40,50,0,0","0.5,0.5,0,0"
6,60,0,60,58.125,"60,0,0,0","1,0,0,0"
6,55,5,60,61.5625,"50,60,0,0","0.5,0.5,0,0"
6,50,10,60,68.125,"60,40,0,0","0.5,0.5,0,0"
6,45,5,40,30.3125,"40,50,0,0","0.5,0.5,0,0"
6,50,20,30,28.75,"30,70,0,0","0.5,0.5,0,0"
6,50,0,50,49.6875,"50,0,0,0","1,0,0,0"
6,45,15,60,61.25,"30,60,0,0","0.5,0.5,0,0"
6,55,15,70,69.0625,"40,70,0,0","0.5,0.5,0,0"
6,55,15,40,36.875,"40,70,0,0","0.5,0.5,0,0"
6,45,15,30,20.625,"30,60,0,0","0.5,0.5,0,0"
6,30,0,30,19.6875,"30,0,0,0","1,0,0,0"
6,60,0,60,58.75,"60,0,0,0","1,0,0,0"
6,55,5,60,49.6875,"50,60,0,0","0.5,0.5,0,0"
6,50,10,60,59.6875,"60,40,0,0","0.5,0.5,0,0"
6,40,0,40,51.875,"40,0,0,0","1,0,0,0"
6,55,5,50,46.5625,"50,60,0,0","0.5,0.5,0,0"
6,50,10,40,38.125,"60,40,0,0","0.5,0.5,0,0"
6,45,5,50,51.875,"40,50,0,0","0.5,0.5,0,0"
6,55,5,50,52.1875,"50,60,0,0","0.5,0.5,0,0"
6,50,10,60,60.3125,"60,40,0,0","0.5,0.5,0,0"
6,45,5,50,58.4375,"40,50,0,0","0.5,0.5,0,0"
6,55,15,40,36.875,"40,70,0,0","0.5,0.5,0,0"
6,45,15,30,29.375,"30,60,0,0","0.5,0.5,0,0"
6,50,20,70,58.75,"30,70,0,0","0.5,0.5,0,0"
6,50,0,50,57.1875,"50,0,0,0","1,0,0,0"
6,60,0,60,58.4375,"60,0,0,0","1,0,0,0"
6,55,15,70,69.0625,"40,70,0,0","0.5,0.5,0,0"
6,45,5,40,47.5,"40,50,0,0","0.5,0.5,0,0"
6,40,0,40,49.6875,"40,0,0,0","1,0,0,0"
6,55,5,60,60.625,"50,60,0,0","0.5,0.5,0,0"
6,50,10,40,50.9375,"60,40,0,0","0.5,0.5,0,0"
6,50,20,30,28.4375,"30,70,0,0","0.5,0.5,0,0"
6,45,15,60,62.8125,"30,60,0,0","0.5,0.5,0,0"
6,30,0,30,29.6875,"30,0,0,0","1,0,0,0"
7,45,5,50,40,"40,50,0,0","0.5,0.5,0,0"
7,50,10,60,41.25,"60,40,0,0","0.5,0.5,0,0"
7,50,20,30,20.9375,"30,70,0,0","0.5,0.5,0,0"
7,60,0,60,48.75,"60,0,0,0","1,0,0,0"
7,55,5,50,38.75,"50,60,0,0","0.5,0.5,0,0"
7,45,15,60,51.875,"30,60,0,0","0.5,0.5,0,0"
7,45,5,40,39.6875,"40,50,0,0","0.5,0.5,0,0"
7,55,5,60,30.9375,"50,60,0,0","0.5,0.5,0,0"
7,30,0,30,20,"30,0,0,0","1,0,0,0"
7,50,20,70,59.375,"30,70,0,0","0.5,0.5,0,0"
7,50,0,50,30,"50,0,0,0","1,0,0,0"
7,55,15,40,30.3125,"40,70,0,0","0.5,0.5,0,0"
7,40,0,40,30.9375,"40,0,0,0","1,0,0,0"
7,45,15,30,10,"30,60,0,0","0.5,0.5,0,0"
7,55,15,70,60.625,"40,70,0,0","0.5,0.5,0,0"
7,50,10,40,30.9375,"60,40,0,0","0.5,0.5,0,0"
7,50,10,40,41.875,"60,40,0,0","0.5,0.5,0,0"
7,45,5,50,30.9375,"40,50,0,0","0.5,0.5,0,0"
7,55,5,60,48.75,"50,60,0,0","0.5,0.5,0,0"
7,60,0,60,52.5,"60,0,0,0","1,0,0,0"
7,45,5,40,29.0625,"40,50,0,0","0.5,0.5,0,0"
7,50,20,70,50.3125,"30,70,0,0","0.5,0.5,0,0"
7,50,0,50,29.375,"50,0,0,0","1,0,0,0"
7,40,0,40,38.75,"40,0,0,0","1,0,0,0"
7,55,5,50,30.3125,"50,60,0,0","0.5,0.5,0,0"
7,50,20,30,20.3125,"30,70,0,0","0.5,0.5,0,0"
7,55,15,40,28.4375,"40,70,0,0","0.5,0.5,0,0"
7,45,15,60,42.1875,"30,60,0,0","0.5,0.5,0,0"
7,50,10,60,50.625,"60,40,0,0","0.5,0.5,0,0"
7,55,15,70,58.75,"40,70,0,0","0.5,0.5,0,0"
7,30,0,30,10.3125,"30,0,0,0","1,0,0,0"
7,55,15,70,48.4375,"40,70,0,0","0.5,0.5,0,0"
7,50,0,50,40.625,"50,0,0,0","1,0,0,0"
7,45,5,50,29.375,"40,50,0,0","0.5,0.5,0,0"
7,40,0,40,30.9375,"40,0,0,0","1,0,0,0"
7,55,5,50,31.875,"50,60,0,0","0.5,0.5,0,0"
7,55,5,60,50.9375,"50,60,0,0","0.5,0.5,0,0"
7,45,15,30,16.5625,"30,60,0,0","0.5,0.5,0,0"
7,30,0,30,6.875,"30,0,0,0","1,0,0,0"
7,50,10,40,38.4375,"60,40,0,0","0.5,0.5,0,0"
7,50,20,70,59.375,"30,70,0,0","0.5,0.5,0,0"
7,50,20,30,7.5,"30,70,0,0","0.5,0.5,0,0"
7,60,0,60,54.375,"60,0,0,0","1,0,0,0"
7,55,15,40,35.3125,"40,70,0,0","0.5,0.5,0,0"
7,45,5,40,29.0625,"40,50,0,0","0.5,0.5,0,0"
7,45,15,60,52.8125,"30,60,0,0","0.5,0.5,0,0"
7,50,10,60,45.625,"60,40,0,0","0.5,0.5,0,0"
7,45,15,60,52.1875,"30,60,0,0","0.5,0.5,0,0"
7,55,15,40,16.5625,"40,70,0,0","0.5,0.5,0,0"
7,50,10,40,27.5,"60,40,0,0","0.5,0.5,0,0"
7,55,5,50,51.5625,"50,60,0,0","0.5,0.5,0,0"
7,50,20,70,60.625,"30,70,0,0","0.5,0.5,0,0"
7,50,20,30,22.8125,"30,70,0,0","0.5,0.5,0,0"
7,50,10,60,54.6875,"60,40,0,0","0.5,0.5,0,0"
7,55,15,70,52.8125,"40,70,0,0","0.5,0.5,0,0"
7,30,0,30,11.5625,"30,0,0,0","1,0,0,0"
7,50,0,50,41.5625,"50,0,0,0","1,0,0,0"
7,45,5,50,50.625,"40,50,0,0","0.5,0.5,0,0"
7,40,0,40,40,"40,0,0,0","1,0,0,0"
7,45,5,40,40.9375,"40,50,0,0","0.5,0.5,0,0"
7,55,5,60,40.3125,"50,60,0,0","0.5,0.5,0,0"
7,60,0,60,56.25,"60,0,0,0","1,0,0,0"
7,30,0,30,12.5,"30,0,0,0","1,0,0,0"
7,45,15,30,36.25,"30,60,0,0","0.5,0.5,0,0"
7,50,20,70,58.4375,"30,70,0,0","0.5,0.5,0,0"
7,45,5,40,35.625,"40,50,0,0","0.5,0.5,0,0"
7,55,15,70,60,"40,70,0,0","0.5,0.5,0,0"
7,45,5,50,48.125,"40,50,0,0","0.5,0.5,0,0"
7,50,20,30,13.75,"30,70,0,0","0.5,0.5,0,0"
7,55,5,50,48.75,"50,60,0,0","0.5,0.5,0,0"
7,55,15,40,42.1875,"40,70,0,0","0.5,0.5,0,0"
7,45,15,60,58.4375,"30,60,0,0","0.5,0.5,0,0"
7,55,5,60,50.625,"50,60,0,0","0.5,0.5,0,0"
7,50,0,50,46.25,"50,0,0,0","1,0,0,0"
7,50,10,60,40,"60,40,0,0","0.5,0.5,0,0"
7,40,0,40,40.625,"40,0,0,0","1,0,0,0"
7,50,10,40,39.0625,"60,40,0,0","0.5,0.5,0,0"
7,60,0,60,52.8125,"60,0,0,0","1,0,0,0"
8,45,15,30,36.5625,"30,60,0,0","0.5,0.5,0,0"
8,60,0,60,62.5,"60,0,0,0","1,0,0,0"
8,55,15,70,64.375,"40,70,0,0","0.5,0.5,0,0"
8,50,20,30,27.1875,"30,70,0,0","0.5,0.5,0,0"
8,55,5,60,60.3125,"50,60,0,0","0.5,0.5,0,0"
8,30,0,30,32.1875,"30,0,0,0","1,0,0,0"
8,45,5,40,56.25,"40,50,0,0","0.5,0.5,0,0"
8,50,10,40,48.75,"60,40,0,0","0.5,0.5,0,0"
8,55,5,50,41.5625,"50,60,0,0","0.5,0.5,0,0"
8,55,15,40,60,"40,70,0,0","0.5,0.5,0,0"
8,50,20,70,64.0625,"30,70,0,0","0.5,0.5,0,0"
8,45,5,50,45.625,"40,50,0,0","0.5,0.5,0,0"
8,50,10,60,56.25,"60,40,0,0","0.5,0.5,0,0"
8,45,15,60,44.6875,"30,60,0,0","0.5,0.5,0,0"
8,50,0,50,55.625,"50,0,0,0","1,0,0,0"
8,40,0,40,33.125,"40,0,0,0","1,0,0,0"
8,30,0,30,20.3125,"30,0,0,0","1,0,0,0"
8,45,15,60,40.625,"30,60,0,0","0.5,0.5,0,0"
8,50,20,70,60.3125,"30,70,0,0","0.5,0.5,0,0"
8,40,0,40,46.25,"40,0,0,0","1,0,0,0"
8,55,5,50,56.25,"50,60,0,0","0.5,0.5,0,0"
8,45,5,50,42.1875,"40,50,0,0","0.5,0.5,0,0"
8,50,0,50,52.5,"50,0,0,0","1,0,0,0"
8,60,0,60,61.25,"60,0,0,0","1,0,0,0"
8,50,10,40,42.8125,"60,40,0,0","0.5,0.5,0,0"
8,45,5,40,48.75,"40,50,0,0","0.5,0.5,0,0"
8,50,20,30,36.25,"30,70,0,0","0.5,0.5,0,0"
