S,Q,Std,X,R,V,W
3,45,8.6602540378,30,24.6875,"50,30,0,0","0.75,0.25,0,0"
3,55,8.6602540378,60,45,"40,60,0,0","0.25,0.75,0,0"
3,45,5,40,35.625,"50,40,0,0","0.5,0.5,0,0"
3,40,0,40,27.5,"40,0,0,0","1,0,0,0"
3,55,5,50,32.1875,"50,60,0,0","0.5,0.5,0,0"
3,55,8.2915619759,70,51.25,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.6602540378,60,39.0625,"40,60,0,0","0.25,0.75,0,0"
3,45,8.2915619759,30,16.25,"30,40,50,60","0.25,0.25,0.25,0.25"
3,45,8.2915619759,50,29.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
3,45,8.6602540378,40,30.9375,"40,60,0,0","0.75,0.25,0,0"
3,55,8.6602540378,40,29.6875,"40,60,0,0","0.25,0.75,0,0"
3,45,8.6602540378,40,35.3125,"40,60,0,0","0.75,0.25,0,0"
3,45,8.6602540378,50,34.0625,"50,30,0,0","0.75,0.25,0,0"
3,55,8.6602540378,60,34.375,"40,60,0,0","0.25,0.75,0,0"
3,45,8.6602540378,40,37.5,"40,60,0,0","0.75,0.25,0,0"
3,55,8.6602540378,60,36.875,"40,60,0,0","0.25,0.75,0,0"
3,55,8.2915619759,60,41.875,"40,50,60,70","0.25,0.25,0.25,0.25"
3,45,8.6602540378,30,24.6875,"50,30,0,0","0.75,0.25,0,0"
3,45,8.2915619759,30,18.75,"30,40,50,60","0.25,0.25,0.25,0.25"
3,55,8.6602540378,50,31.875,"50,70,0,0","0.75,0.25,0,0"
3,55,8.2915619759,70,48.75,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.2915619759,50,41.5625,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.6602540378,70,58.125,"50,70,0,0","0.75,0.25,0,0"
3,45,8.2915619759,60,48.4375,"30,40,50,60","0.25,0.25,0.25,0.25"
3,50,0,50,38.125,"50,0,0,0","1,0,0,0"
3,55,5,50,41.5625,"50,60,0,0","0.5,0.5,0,0"
3,45,8.6602540378,60,43.75,"40,60,0,0","0.75,0.25,0,0"
3,55,5,60,48.75,"50,60,0,0","0.5,0.5,0,0"
3,40,0,40,36.875,"40,0,0,0","1,0,0,0"
3,55,8.2915619759,40,25.9375,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.6602540378,50,34.375,"50,70,0,0","0.75,0.25,0,0"
3,45,5,50,37.5,"50,40,0,0","0.5,0.5,0,0"
3,45,8.6602540378,50,30,"50,30,0,0","0.75,0.25,0,0"
3,45,8.6602540378,40,31.5625,"40,60,0,0","0.75,0.25,0,0"
3,30,0,30,14.0625,"30,0,0,0","1,0,0,0"
3,60,0,60,41.25,"60,0,0,0","1,0,0,0"
3,55,8.6602540378,60,42.8125,"40,60,0,0","0.25,0.75,0,0"
3,55,8.6602540378,40,30,"40,60,0,0","0.25,0.75,0,0"
3,45,8.6602540378,40,23.125,"40,60,0,0","0.75,0.25,0,0"
3,55,8.6602540378,70,46.5625,"50,70,0,0","0.75,0.25,0,0"
3,45,5,40,28.125,"50,40,0,0","0.5,0.5,0,0"
3,55,8.2915619759,50,40.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.6602540378,60,45,"40,60,0,0","0.25,0.75,0,0"
3,45,8.6602540378,50,43.4375,"50,30,0,0","0.75,0.25,0,0"
3,55,8.6602540378,50,39.6875,"50,70,0,0","0.75,0.25,0,0"
3,55,8.6602540378,60,41.875,"40,60,0,0","0.25,0.75,0,0"
3,45,8.6602540378,40,35.625,"40,60,0,0","0.75,0.25,0,0"
3,45,8.6602540378,50,41.875,"50,30,0,0","0.75,0.25,0,0"
3,55,8.2915619759,40,28.4375,"40,50,60,70","0.25,0.25,0.25,0.25"
3,45,8.6602540378,60,40.9375,"40,60,0,0","0.75,0.25,0,0"
3,40,0,40,31.875,"40,0,0,0","1,0,0,0"
3,55,8.6602540378,40,30.3125,"40,60,0,0","0.25,0.75,0,0"
3,30,0,30,14.375,"30,0,0,0","1,0,0,0"
3,50,0,50,37.1875,"50,0,0,0","1,0,0,0"
3,45,8.2915619759,40,18.125,"30,40,50,60","0.25,0.25,0.25,0.25"
3,55,8.2915619759,60,41.5625,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.6602540378,50,35.3125,"50,70,0,0","0.75,0.25,0,0"
3,45,8.6602540378,30,3.125,"50,30,0,0","0.75,0.25,0,0"
3,55,8.6602540378,60,20,"40,60,0,0","0.25,0.75,0,0"
3,45,8.6602540378,40,19.375,"40,60,0,0","0.75,0.25,0,0"
3,55,5,50,39.6875,"50,60,0,0","0.5,0.5,0,0"
3,45,8.6602540378,50,16.5625,"50,30,0,0","0.75,0.25,0,0"
3,55,8.6602540378,50,36.5625,"50,70,0,0","0.75,0.25,0,0"
3,60,0,60,42.1875,"60,0,0,0","1,0,0,0"
3,45,5,40,36.875,"50,40,0,0","0.5,0.5,0,0"
3,55,8.6602540378,50,33.125,"50,70,0,0","0.75,0.25,0,0"
3,45,8.2915619759,60,36.25,"30,40,50,60","0.25,0.25,0.25,0.25"
3,55,8.6602540378,50,32.1875,"50,70,0,0","0.75,0.25,0,0"
3,45,8.6602540378,50,20.625,"50,30,0,0","0.75,0.25,0,0"
3,45,8.6602540378,30,8.75,"50,30,0,0","0.75,0.25,0,0"
3,55,8.2915619759,50,25.625,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.6602540378,40,28.75,"40,60,0,0","0.25,0.75,0,0"
3,45,8.6602540378,50,14.375,"50,30,0,0","0.75,0.25,0,0"
3,45,8.6602540378,50,2.1875,"50,30,0,0","0.75,0.25,0,0"
3,45,8.2915619759,40,7.5,"30,40,50,60","0.25,0.25,0.25,0.25"
3,45,5,50,20.9375,"50,40,0,0","0.5,0.5,0,0"
3,55,8.6602540378,60,29.6875,"40,60,0,0","0.25,0.75,0,0"
3,55,5,50,23.125,"50,60,0,0","0.5,0.5,0,0"
3,55,8.2915619759,40,21.25,"40,50,60,70","0.25,0.25,0.25,0.25"
3,50,0,50,20,"50,0,0,0","1,0,0,0"
3,55,8.6602540378,70,30.3125,"50,70,0,0","0.75,0.25,0,0"
3,55,8.6602540378,60,29.375,"40,60,0,0","0.25,0.75,0,0"
3,40,0,40,14.375,"40,0,0,0","1,0,0,0"
3,55,8.6602540378,50,19.0625,"50,70,0,0","0.75,0.25,0,0"
3,55,8.2915619759,60,11.25,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.2915619759,70,28.4375,"40,50,60,70","0.25,0.25,0.25,0.25"
3,55,8.6602540378,60,23.125,"40,60,0,0","0.25,0.75,0,0"
3,55,5,60,26.875,"50,60,0,0","0.5,0.5,0,0"
3,60,0,60,27.8125,"60,0,0,0","1,0,0,0"
3,45,8.6602540378,40,14.0625,"40,60,0,0","0.75,0.25,0,0"
4,55,8.6602540378,60,60.3125,"40,60,0,0","0.25,0.75,0,0"
4,55,8.6602540378,50,59.375,"50,70,0,0","0.75,0.25,0,0"
4,55,8.2915619759,70,70,"40,50,60,70","0.25,0.25,0.25,0.25"
4,55,8.6602540378,50,70,"50,70,0,0","0.75,0.25,0,0"
4,45,5,50,70,"50,40,0,0","0.5,0.5,0,0"
4,55,8.2915619759,50,59.375,"40,50,60,70","0.25,0.25,0.25,0.25"
4,45,8.6602540378,50,64.6875,"50,30,0,0","0.75,0.25,0,0"
4,50,0,50,55,"50,0,0,0","1,0,0,0"
4,55,8.6602540378,50,66.875,"50,70,0,0","0.75,0.25,0,0"
4,60,0,60,70,"60,0,0,0","1,0,0,0"
4,45,8.6602540378,30,39.375,"50,30,0,0","0.75,0.25,0,0"
4,45,8.2915619759,50,59.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.2915619759,60,64.375,"40,50,60,70","0.25,0.25,0.25,0.25"
4,55,5,60,34.6875,"50,60,0,0","0.5,0.5,0,0"
4,45,8.6602540378,40,56.875,"40,60,0,0","0.75,0.25,0,0"
4,45,8.6602540378,40,55.3125,"40,60,0,0","0.75,0.25,0,0"
4,45,5,40,41.875,"50,40,0,0","0.5,0.5,0,0"
4,45,8.6602540378,50,51.25,"50,30,0,0","0.75,0.25,0,0"
4,40,0,40,38.4375,"40,0,0,0","1,0,0,0"
4,55,8.2915619759,40,43.4375,"40,50,60,70","0.25,0.25,0.25,0.25"
4,55,8.6602540378,70,50.9375,"50,70,0,0","0.75,0.25,0,0"
4,45,8.6602540378,50,55.625,"50,30,0,0","0.75,0.25,0,0"
4,55,8.6602540378,40,48.125,"40,60,0,0","0.25,0.75,0,0"
4,45,8.6602540378,40,60,"40,60,0,0","0.75,0.25,0,0"
4,55,8.6602540378,60,50.625,"40,60,0,0","0.25,0.75,0,0"
4,45,8.2915619759,30,32.1875,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.6602540378,60,40.625,"40,60,0,0","0.25,0.75,0,0"
4,55,5,50,56.25,"50,60,0,0","0.5,0.5,0,0"
4,30,0,30,28.75,"30,0,0,0","1,0,0,0"
4,45,8.6602540378,60,61.25,"40,60,0,0","0.75,0.25,0,0"
4,55,8.6602540378,60,63.4375,"40,60,0,0","0.25,0.75,0,0"
4,45,5,50,50.3125,"50,40,0,0","0.5,0.5,0,0"
4,60,0,60,61.5625,"60,0,0,0","1,0,0,0"
4,45,8.2915619759,60,54.375,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,5,50,50,"50,60,0,0","0.5,0.5,0,0"
4,55,8.6602540378,50,68.75,"50,70,0,0","0.75,0.25,0,0"
4,45,8.6602540378,50,52.1875,"50,30,0,0","0.75,0.25,0,0"
4,55,8.6602540378,50,64.6875,"50,70,0,0","0.75,0.25,0,0"
4,45,8.6602540378,60,41.875,"40,60,0,0","0.75,0.25,0,0"
4,30,0,30,29.375,"30,0,0,0","1,0,0,0"
4,55,8.2915619759,40,49.375,"40,50,60,70","0.25,0.25,0.25,0.25"
4,50,0,50,50.625,"50,0,0,0","1,0,0,0"
4,55,8.2915619759,50,49.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
4,45,8.6602540378,50,49.375,"50,30,0,0","0.75,0.25,0,0"
4,45,8.6602540378,30,42.8125,"50,30,0,0","0.75,0.25,0,0"
4,55,8.2915619759,70,70,"40,50,60,70","0.25,0.25,0.25,0.25"
4,55,8.6602540378,60,51.25,"40,60,0,0","0.25,0.75,0,0"
4,45,8.6602540378,50,51.5625,"50,30,0,0","0.75,0.25,0,0"
4,45,8.2915619759,30,31.875,"30,40,50,60","0.25,0.25,0.25,0.25"
4,45,8.6602540378,40,54.6875,"40,60,0,0","0.75,0.25,0,0"
4,40,0,40,50.3125,"40,0,0,0","1,0,0,0"
4,45,8.2915619759,40,40.3125,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.6602540378,50,68.75,"50,70,0,0","0.75,0.25,0,0"
4,55,8.6602540378,70,70.9375,"50,70,0,0","0.75,0.25,0,0"
4,55,8.2915619759,60,70.9375,"40,50,60,70","0.25,0.25,0.25,0.25"
4,55,5,60,50.625,"50,60,0,0","0.5,0.5,0,0"
4,45,8.6602540378,40,55,"40,60,0,0","0.75,0.25,0,0"
4,45,8.6602540378,40,55.9375,"40,60,0,0","0.75,0.25,0,0"
4,45,5,40,44.0625,"50,40,0,0","0.5,0.5,0,0"
4,55,8.6602540378,60,69.0625,"40,60,0,0","0.25,0.75,0,0"
4,55,8.6602540378,40,56.5625,"40,60,0,0","0.25,0.75,0,0"
4,45,8.2915619759,50,51.25,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.2915619759,60,68.4375,"40,50,60,70","0.25,0.25,0.25,0.25"
4,55,8.2915619759,40,59.0625,"40,50,60,70","0.25,0.25,0.25,0.25"
4,45,8.2915619759,60,63.75,"30,40,50,60","0.25,0.25,0.25,0.25"
4,45,5,40,52.5,"50,40,0,0","0.5,0.5,0,0"
4,55,8.6602540378,40,61.25,"40,60,0,0","0.25,0.75,0,0"
4,45,8.6602540378,50,65.3125,"50,30,0,0","0.75,0.25,0,0"
4,45,8.2915619759,40,65.3125,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.6602540378,70,55.625,"50,70,0,0","0.75,0.25,0,0"
4,45,8.6602540378,50,60,"50,30,0,0","0.75,0.25,0,0"
4,55,8.6602540378,50,61.5625,"50,70,0,0","0.75,0.25,0,0"
4,45,8.6602540378,50,54.0625,"50,30,0,0","0.75,0.25,0,0"
4,45,8.6602540378,40,51.5625,"40,60,0,0","0.75,0.25,0,0"
4,55,8.6602540378,50,51.5625,"50,70,0,0","0.75,0.25,0,0"
4,45,8.6602540378,40,57.8125,"40,60,0,0","0.75,0.25,0,0"
4,55,5,50,67.8125,"50,60,0,0","0.5,0.5,0,0"
4,55,8.6602540378,60,71.5625,"40,60,0,0","0.25,0.75,0,0"
4,40,0,40,42.8125,"40,0,0,0","1,0,0,0"
4,55,8.2915619759,70,70.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
4,45,5,50,58.4375,"50,40,0,0","0.5,0.5,0,0"
4,45,8.2915619759,50,39.6875,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.6602540378,50,61.5625,"50,70,0,0","0.75,0.25,0,0"
4,55,8.2915619759,50,55.9375,"40,50,60,70","0.25,0.25,0.25,0.25"
4,50,0,50,51.5625,"50,0,0,0","1,0,0,0"
4,55,5,60,62.8125,"50,60,0,0","0.5,0.5,0,0"
4,30,0,30,38.4375,"30,0,0,0","1,0,0,0"
4,60,0,60,74.375,"60,0,0,0","1,0,0,0"
4,55,8.6602540378,60,72.5,"40,60,0,0","0.25,0.75,0,0"
4,45,8.6602540378,40,67.8125,"40,60,0,0","0.75,0.25,0,0"
4,45,8.2915619759,30,40.3125,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.6602540378,60,63.125,"40,60,0,0","0.25,0.75,0,0"
4,45,8.6602540378,30,50.9375,"50,30,0,0","0.75,0.25,0,0"
4,45,8.6602540378,60,64.375,"40,60,0,0","0.75,0.25,0,0"
4,50,0,50,53.4375,"50,0,0,0","1,0,0,0"
4,45,8.2915619759,60,54.0625,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.2915619759,50,55.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
4,60,0,60,66.25,"60,0,0,0","1,0,0,0"
4,55,8.6602540378,60,64.6875,"40,60,0,0","0.25,0.75,0,0"
4,55,5,60,54.375,"50,60,0,0","0.5,0.5,0,0"
4,45,8.6602540378,30,39.375,"50,30,0,0","0.75,0.25,0,0"
4,55,8.2915619759,70,70.9375,"40,50,60,70","0.25,0.25,0.25,0.25"
4,45,8.6602540378,40,55.3125,"40,60,0,0","0.75,0.25,0,0"
4,55,8.6602540378,70,73.4375,"50,70,0,0","0.75,0.25,0,0"
4,55,8.6602540378,50,64.0625,"50,70,0,0","0.75,0.25,0,0"
4,55,8.6602540378,60,63.4375,"40,60,0,0","0.25,0.75,0,0"
4,55,8.6602540378,60,55,"40,60,0,0","0.25,0.75,0,0"
4,45,8.6602540378,40,39.0625,"40,60,0,0","0.75,0.25,0,0"
4,45,8.6602540378,50,56.5625,"50,30,0,0","0.75,0.25,0,0"
4,45,8.6602540378,50,54.375,"50,30,0,0","0.75,0.25,0,0"
4,45,8.6602540378,60,60.625,"40,60,0,0","0.75,0.25,0,0"
4,30,0,30,34.0625,"30,0,0,0","1,0,0,0"
4,45,8.6602540378,40,62.5,"40,60,0,0","0.75,0.25,0,0"
4,45,8.2915619759,40,61.25,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.2915619759,40,53.125,"40,50,60,70","0.25,0.25,0.25,0.25"
4,40,0,40,46.5625,"40,0,0,0","1,0,0,0"
4,45,8.2915619759,50,42.8125,"30,40,50,60","0.25,0.25,0.25,0.25"
4,45,5,50,48.4375,"50,40,0,0","0.5,0.5,0,0"
4,55,8.6602540378,40,57.8125,"40,60,0,0","0.25,0.75,0,0"
4,45,8.6602540378,50,51.875,"50,30,0,0","0.75,0.25,0,0"
4,55,8.6602540378,50,59.0625,"50,70,0,0","0.75,0.25,0,0"
4,55,8.6602540378,50,60.625,"50,70,0,0","0.75,0.25,0,0"
4,45,5,40,51.875,"50,40,0,0","0.5,0.5,0,0"
4,55,8.2915619759,60,65,"40,50,60,70","0.25,0.25,0.25,0.25"
4,55,5,50,59.6875,"50,60,0,0","0.5,0.5,0,0"
4,40,0,40,45.3125,"40,0,0,0","1,0,0,0"
4,45,8.2915619759,50,41.5625,"30,40,50,60","0.25,0.25,0.25,0.25"
4,55,8.6602540378,50,55,"50,70,0,0","0.75,0.25,0,0"
4,55,8.6602540378,40,49.6875,"40,60,0,0","0.25,0.75,0,0"
4,45,8.2915619759,40,59.375,"30,40,50,60","0.25,0.25,0.25,0.25"
4,60,0,60,67.8125,"60,0,0,0","1,0,0,0"
4,55,8.2915619759,40,57.5,"40,50,60,70","0.25,0.25,0.25,0.25"
4,45,8.6602540378,50,55.9375,"50,30,0,0","0.75,0.25,0,0"
4,55,8.6602540378,60,56.25,"40,60,0,0","0.25,0.75,0,0"
4,30,0,30,35.9375,"30,0,0,0","1,0,0,0"
4,55,8.6602540378,60,64.375,"40,60,0,0","0.25,0.75,0,0"
4,55,8.6602540378,70,75,"50,70,0,0","0.75,0.25,0,0"
4,45,8.6602540378,40,49.375,"40,60,0,0","0.75,0.25,0,0"
4,55,8.2915619759,60,60.3125,"40,50,60,70","0.25,0.25,0.25,0.25"
4,45,8.6602540378,60,67.1875,"40,60,0,0","0.75,0.25,0,0"
4,45,8.2915619759,30,36.875,"30,40,50,60","0.25,0.25,0.25,0.25"
4,45,5,40,54.0625,"50,40,0,0","0.5,0.5,0,0"
4,45,8.6602540378,50,50.9375,"50,30,0,0","0.75,0.25,0,0"
4,55,8.6602540378,50,70,"50,70,0,0","0.75,0.25,0,0"
4,45,5,50,56.5625,"50,40,0,0","0.5,0.5,0,0"
4,50,0,50,57.1875,"50,0,0,0","1,0,0,0"
4,55,5,50,64.375,"50,60,0,0","0.5,0.5,0,0"
4,45,8.6602540378,50,56.875,"50,30,0,0","0.75,0.25,0,0"
4,55,8.2915619759,50,66.25,"40,50,60,70","0.25,0.25,0.25,0.25"
4,55,8.6602540378,60,66.5625,"40,60,0,0","0.25,0.75,0,0"
4,45,8.6602540378,40,64.0625,"40,60,0,0","0.75,0.25,0,0"
4,45,8.6602540378,30,55.625,"50,30,0,0","0.75,0.25,0,0"
4,55,5,60,70.9375,"50,60,0,0","0.5,0.5,0,0"
4,45,8.2915619759,60,56.5625,"30,40,50,60","0.25,0.25,0.25,0.25"
4,45,8.6602540378,40,48.125,"40,60,0,0","0.75,0.25,0,0"
4,55,8.2915619759,70,57.1875,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.6602540378,40,40.9375,"40,60,0,0","0.25,0.75,0,0"
5,55,8.2915619759,60,60.625,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.6602540378,50,50,"50,70,0,0","0.75,0.25,0,0"
5,55,8.6602540378,60,60.3125,"40,60,0,0","0.25,0.75,0,0"
5,45,8.2915619759,60,51.875,"30,40,50,60","0.25,0.25,0.25,0.25"
5,60,0,60,60.625,"60,0,0,0","1,0,0,0"
5,55,8.2915619759,40,42.1875,"40,50,60,70","0.25,0.25,0.25,0.25"
5,45,5,40,40.625,"50,40,0,0","0.5,0.5,0,0"
5,45,8.6602540378,40,41.875,"40,60,0,0","0.75,0.25,0,0"
5,55,8.6602540378,70,71.25,"50,70,0,0","0.75,0.25,0,0"
5,45,8.6602540378,60,62.1875,"40,60,0,0","0.75,0.25,0,0"
5,45,8.6602540378,40,37.1875,"40,60,0,0","0.75,0.25,0,0"
5,55,8.2915619759,50,51.5625,"40,50,60,70","0.25,0.25,0.25,0.25"
5,45,8.6602540378,50,28.125,"50,30,0,0","0.75,0.25,0,0"
5,55,5,60,52.5,"50,60,0,0","0.5,0.5,0,0"
5,50,0,50,60.3125,"50,0,0,0","1,0,0,0"
5,30,0,30,20,"30,0,0,0","1,0,0,0"
5,45,8.6602540378,30,18.4375,"50,30,0,0","0.75,0.25,0,0"
5,55,8.6602540378,50,47.1875,"50,70,0,0","0.75,0.25,0,0"
5,55,8.6602540378,60,48.75,"40,60,0,0","0.25,0.75,0,0"
5,40,0,40,31.5625,"40,0,0,0","1,0,0,0"
5,45,8.6602540378,40,28.125,"40,60,0,0","0.75,0.25,0,0"
5,45,8.2915619759,50,60.9375,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,8.2915619759,70,71.25,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.6602540378,60,71.5625,"40,60,0,0","0.25,0.75,0,0"
5,55,5,50,61.5625,"50,60,0,0","0.5,0.5,0,0"
5,45,5,50,52.5,"50,40,0,0","0.5,0.5,0,0"
5,45,8.6602540378,50,41.5625,"50,30,0,0","0.75,0.25,0,0"
5,55,8.6602540378,50,62.5,"50,70,0,0","0.75,0.25,0,0"
5,55,8.6602540378,50,62.1875,"50,70,0,0","0.75,0.25,0,0"
5,55,8.6602540378,50,40.625,"50,70,0,0","0.75,0.25,0,0"
5,45,8.2915619759,30,10.9375,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,5,60,60.3125,"50,60,0,0","0.5,0.5,0,0"
5,40,0,40,20.625,"40,0,0,0","1,0,0,0"
5,45,8.6602540378,50,28.4375,"50,30,0,0","0.75,0.25,0,0"
5,45,8.2915619759,60,68.4375,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,8.6602540378,60,49.6875,"40,60,0,0","0.25,0.75,0,0"
5,30,0,30,18.75,"30,0,0,0","1,0,0,0"
5,45,8.6602540378,60,70,"40,60,0,0","0.75,0.25,0,0"
5,45,8.6602540378,40,26.875,"40,60,0,0","0.75,0.25,0,0"
5,45,8.6602540378,50,81.25,"50,30,0,0","0.75,0.25,0,0"
5,55,8.2915619759,50,70,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,5,50,60.625,"50,60,0,0","0.5,0.5,0,0"
5,45,5,50,61.875,"50,40,0,0","0.5,0.5,0,0"
5,45,5,40,48.4375,"50,40,0,0","0.5,0.5,0,0"
5,50,0,50,60.625,"50,0,0,0","1,0,0,0"
5,45,8.6602540378,50,58.4375,"50,30,0,0","0.75,0.25,0,0"
5,45,8.6602540378,40,39.6875,"40,60,0,0","0.75,0.25,0,0"
5,45,8.6602540378,40,50,"40,60,0,0","0.75,0.25,0,0"
5,55,8.6602540378,60,70.625,"40,60,0,0","0.25,0.75,0,0"
5,60,0,60,71.5625,"60,0,0,0","1,0,0,0"
5,55,8.6602540378,70,78.75,"50,70,0,0","0.75,0.25,0,0"
5,45,8.2915619759,50,49.375,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,8.6602540378,50,80.9375,"50,70,0,0","0.75,0.25,0,0"
5,55,8.6602540378,40,43.4375,"40,60,0,0","0.25,0.75,0,0"
5,55,8.2915619759,70,71.25,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.2915619759,40,31.25,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.6602540378,60,78.75,"40,60,0,0","0.25,0.75,0,0"
5,45,8.6602540378,30,19.375,"50,30,0,0","0.75,0.25,0,0"
5,55,8.2915619759,60,68.4375,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.2915619759,70,70.9375,"40,50,60,70","0.25,0.25,0.25,0.25"
5,45,8.6602540378,40,50.9375,"40,60,0,0","0.75,0.25,0,0"
5,55,8.6602540378,60,69.6875,"40,60,0,0","0.25,0.75,0,0"
5,55,8.6602540378,60,71.5625,"40,60,0,0","0.25,0.75,0,0"
5,45,8.6602540378,30,41.5625,"50,30,0,0","0.75,0.25,0,0"
5,45,8.2915619759,50,57.5,"30,40,50,60","0.25,0.25,0.25,0.25"
5,45,8.6602540378,40,61.5625,"40,60,0,0","0.75,0.25,0,0"
5,55,5,60,69.0625,"50,60,0,0","0.5,0.5,0,0"
5,40,0,40,48.75,"40,0,0,0","1,0,0,0"
5,55,8.6602540378,60,69.375,"40,60,0,0","0.25,0.75,0,0"
5,30,0,30,38.125,"30,0,0,0","1,0,0,0"
5,55,8.6602540378,50,61.5625,"50,70,0,0","0.75,0.25,0,0"
5,55,8.2915619759,40,50.9375,"40,50,60,70","0.25,0.25,0.25,0.25"
5,45,5,50,59.6875,"50,40,0,0","0.5,0.5,0,0"
5,45,5,40,41.875,"50,40,0,0","0.5,0.5,0,0"
5,45,8.2915619759,40,41.25,"30,40,50,60","0.25,0.25,0.25,0.25"
5,60,0,60,70.9375,"60,0,0,0","1,0,0,0"
5,45,8.6602540378,50,59.0625,"50,30,0,0","0.75,0.25,0,0"
5,45,8.2915619759,30,29.375,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,5,50,61.25,"50,60,0,0","0.5,0.5,0,0"
5,45,8.2915619759,60,58.4375,"30,40,50,60","0.25,0.25,0.25,0.25"
5,45,8.6602540378,40,49.0625,"40,60,0,0","0.75,0.25,0,0"
5,55,8.2915619759,60,59.0625,"40,50,60,70","0.25,0.25,0.25,0.25"
5,45,8.6602540378,60,70.9375,"40,60,0,0","0.75,0.25,0,0"
5,55,8.6602540378,50,67.5,"50,70,0,0","0.75,0.25,0,0"
5,55,8.6602540378,40,58.4375,"40,60,0,0","0.25,0.75,0,0"
5,50,0,50,70,"50,0,0,0","1,0,0,0"
5,55,8.6602540378,70,82.5,"50,70,0,0","0.75,0.25,0,0"
5,55,8.2915619759,50,48.125,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.6602540378,50,80.3125,"50,70,0,0","0.75,0.25,0,0"
5,45,8.2915619759,30,43.125,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,5,50,66.875,"50,60,0,0","0.5,0.5,0,0"
5,45,8.6602540378,50,55,"50,30,0,0","0.75,0.25,0,0"
5,45,8.6602540378,40,45.9375,"40,60,0,0","0.75,0.25,0,0"
5,55,8.2915619759,40,68.125,"40,50,60,70","0.25,0.25,0.25,0.25"
5,45,8.2915619759,40,40.625,"30,40,50,60","0.25,0.25,0.25,0.25"
5,45,8.6602540378,30,25.9375,"50,30,0,0","0.75,0.25,0,0"
5,45,8.2915619759,50,58.125,"30,40,50,60","0.25,0.25,0.25,0.25"
5,55,8.2915619759,50,51.5625,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.2915619759,70,69.6875,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.6602540378,40,50.3125,"40,60,0,0","0.25,0.75,0,0"
5,45,8.6602540378,40,50.9375,"40,60,0,0","0.75,0.25,0,0"
5,45,5,50,60.625,"50,40,0,0","0.5,0.5,0,0"
5,55,8.2915619759,60,78.125,"40,50,60,70","0.25,0.25,0.25,0.25"
5,55,8.6602540378,60,71.5625,"40,60,0,0","0.25,0.75,0,0"
5,55,5,60,69.0625,"50,60,0,0","0.5,0.5,0,0"
5,45,8.6602540378,40,53.75,"40,60,0,0","0.75,0.25,0,0"
5,55,8.6602540378,50,65.625,"50,70,0,0","0.75,0.25,0,0"
5,55,8.6602540378,70,78.125,"50,70,0,0","0.75,0.25,0,0"
5,40,0,40,49.6875,"40,0,0,0","1,0,0,0"
5,30,0,30,36.5625,"30,0,0,0","1,0,0,0"
5,60,0,60,72.8125,"60,0,0,0","1,0,0,0"
5,55,8.6602540378,50,65.625,"50,70,0,0","0.75,0.25,0,0"
5,45,8.6602540378,50,39.375,"50,30,0,0","0.75,0.25,0,0"
5,50,0,50,53.4375,"50,0,0,0","1,0,0,0"
5,45,8.6602540378,50,60,"50,30,0,0","0.75,0.25,0,0"
5,55,8.6602540378,50,61.5625,"50,70,0,0","0.75,0.25,0,0"
